._|_SF 18287
어떠_|_VV 9
날_|_VV 9
마디_|_NNG 9
검은색_|_NNG 9
해골_|_NNG 9
자루_|_NNG 9
각자_|_NNG 9
주름_|_NNG 9
풀_|_NNG 9
조르_|_VV 9
행위_|_NNG 9
무사히_|_MAG 9
손짓_|_NNG 9
두_|_JX 9
깜박_|_MAG 9
진흙_|_NNG 9
으쓱_|_MAG 9
없_|_VV 9
생_|_NNG 9
반짝반짝_|_MAG 9
크기_|_NNG 9
지독_|_XR 9
지적_|_NNG 9
장난_|_NNG 9
세스트랄_|_UN 9
가_|_VXV 9
굉장히_|_MAG 9
최소한_|_NNG 9
스투페_|_UN 9
화염_|_NNG 9
벌렁_|_MAG 9
필사적_|_NNG 9
엄두_|_NNG 9
엑스_|_NNG 9
펠_|_UN 9
위협적_|_NNG 9
외침_|_NNG 9
질끈_|_MAG 9
황금빛_|_NNG 9
접근_|_NNG 9
효력_|_NNG 9
끊_|_VV 9
화장대_|_NNG 9
언성_|_NNG 9
배신_|_NNG 9
미리_|_MAG 9
영문_|_NNG 9
진작_|_MAG 9
본적_|_NNG 9
이젠_|_NNP 9
조이_|_VV 9
화들짝_|_MAG 9
두르_|_VV 9
안달_|_NNG 9
등에_|_NNG 9
도망_|_NNG 9
그루_|_NNG 9
격렬_|_XR 9
키_|_VV 9
치솟_|_VV 9
신령_|_NNG 9
손등_|_NNG 9
하_|_NNG 9
하_|_NNB 9
경계_|_NNG 9
털_|_NNG 9
강_|_NNG 9
잉크_|_NNG 9
번개_|_NNG 9
모임_|_NNG 9
알_|_XPN 9
걷어차_|_VV 9
설득_|_NNG 9
안기_|_VV 9
ㄴ걸_|_EFN 9
키스_|_NNG 9
마_|_EFN 9
종류_|_NNG 9
답_|_NNG 9
날드_|_UN 9
뒤집_|_VV 9
제목_|_NNG 9
이에_|_MAG 9
최초_|_NNG 9
손길_|_NNG 9
칼자루_|_NNG 9
오후_|_NNG 9
젠장_|_IC 9
군중_|_NNG 9
떼_|_NNG 9
낚아채_|_VV 9
앞장_|_NNG 9
가시_|_VV 9
춤_|_NNG 9
추_|_VV 9
ㄴ들데_|_ECE 9
털어놓_|_VV 9
헛소리_|_NNG 9
감금_|_NNG 9
해보_|_VV 9
산산조각_|_NNG 9
소스라치_|_VV 9
여종업원_|_NNG 9
도로_|_MAG 9
치_|_NNB 9
혀_|_NNG 9
그게_|_NP 9
렀_|_UN 9
축_|_MAG 9
해진_|_NNG 9
멍_|_NNG 9
세월_|_NNG 9
표시_|_NNG 9
어슬렁거리_|_VV 9
생겨나_|_VV 9
혹_|_NNG 9
한창_|_MAG 9
플리트_|_NNG 9
윅_|_UN 9
벗기_|_VV 9
의기양양_|_NNG 9
출입구_|_NNG 9
서류_|_NNG 9
자정_|_NNG 9
한순간_|_NNG 9
팸플릿_|_NNG 9
마저_|_JX 9
절망감_|_NNG 9
심_|_NNG 9
아래쪽_|_NNG 9
내동댕이치_|_VV 9
우연히_|_MAG 9
고아원_|_NNG 9
보라_|_NNG 9
온_|_MDT 9
뛰어가_|_VV 9
지게_|_NNG 9
최후_|_NNG 9
다오_|_EFN 9
총_|_NNG 9
곤트_|_UN 9
청취자_|_NNG 9
우르르_|_MAG 9
닉_|_UN 9
그네_|_NNG 9
파자마_|_NNG 8
불현듯_|_MAG 8
자락_|_NNG 8
보군_|_NNG 8
자갈_|_NNG 8
꾸미_|_VV 8
양탄자_|_NNG 8
ㄹ수록_|_ECD 8
점차_|_MAG 8
각기_|_MAG 8
몇몇_|_NR 8
슬며시_|_MAG 8
혼동_|_NNG 8
리_|_EFQ 8
도중_|_NNG 8
착각_|_NNG 8
시커멓_|_VA 8
머무르_|_VV 8
쉭쉭거리_|_VV 8
성인_|_NNG 8
어색_|_XR 8
소란_|_NNG 8
신경질_|_NNG 8
목청_|_NNG 8
구부정_|_XR 8
뾰족_|_MAG 8
쌓_|_VV 8
교대_|_NNG 8
B_|_OL 8
따로_|_MAG 8
열한_|_NNG 8
적인_|_NNG 8
역_|_NNG 8
격려_|_NNG 8
상_|_NNG 8
변신술_|_NNG 8
생활_|_NNG 8
당시_|_NNG 8
부_|_XPN 8
좀처럼_|_MAG 8
지혜_|_NNG 8
키우_|_VV 8
맞이하_|_VV 8
그린델왈드_|_UN 8
장_|_NNM 8
구역질_|_NNG 8
무_|_XPN 8
더군요_|_EFI 8
거든요_|_EFN 8
들_|_VA 8
보다_|_MAG 8
믿음_|_NNG 8
시기_|_NNG 8
힘껏_|_MAG 8
치켜세우_|_VV 8
패_|_NNG 8
아무래도_|_MAG 8
천_|_NNG 8
서성거리_|_VV 8
방학_|_NNG 8
출현_|_NNG 8
자격_|_NNG 8
으나_|_ECE 8
병원_|_NNG 8
느리_|_VA 8
삼_|_VV 8
는구나_|_EFI 8
싫어하_|_VV 8
툭_|_MAG 8
날아다니_|_VV 8
ㄴ데요_|_EFN 8
칭찬_|_NNG 8
애정_|_NNG 8
가자_|_NNG 8
위치_|_NNG 8
설마_|_MAG 8
단둘_|_NNG 8
도로_|_NNG 8
신발_|_NNG 8
그렇게_|_MAG 8
안내_|_NNG 8
내보내_|_VV 8
우선_|_MAG 8
사실_|_MAG 8
잘못되_|_VV 8
우리_|_NNG 8
식_|_NNG 8
겻_|_UN 8
들이키_|_VV 8
존중_|_NNG 8
쌍둥이_|_NNG 8
좌석_|_NNG 8
보라색_|_NNG 8
번쩍거리_|_VV 8
귓가_|_NNG 8
붉은색_|_NNG 8
포효_|_NNG 8
자의_|_NNG 8
추락_|_NNG 8
무장_|_NNG 8
아득_|_XR 8
십_|_NR 8
멀리서_|_MAG 8
땅바닥_|_NNG 8
절뚝거리_|_VV 8
우아_|_XR 8
던데_|_ECD 8
새파랗_|_VA 8
둘러싸이_|_VV 8
끌어안_|_VV 8
슬프_|_VA 8
향_|_NNG 8
와락_|_MAG 8
브라_|_UN 8
왠지_|_MAG 8
친절_|_NNG 8
고작_|_MAG 8
깜박거리_|_VV 8
눈가_|_NNG 8
매섭_|_VA 8
쌍_|_NNG 8
무찌르_|_VV 8
본능적_|_NNG 8
가끔_|_MAG 8
살리_|_VV 8
얼마든지_|_MAG 8
소곤거리_|_VV 8
31_|_NR 8
여_|_NR 8
제거_|_NNG 8
은밀_|_XR 8
파수꾼_|_NNG 8
알려주_|_VV 8
내일_|_NNG 8
엉망_|_NNG 8
영국_|_NNG 8
혐오감_|_NNG 8
빨아들이_|_VV 8
빈정거리_|_VV 8
쌋_|_UN 8
행하_|_VV 8
동참_|_NNG 8
는다고_|_EFQ 8
소환_|_NNG 8
썩_|_VV 8
히_|_XSN 8
찢_|_VV 8
재_|_NNG 8
자야_|_NNG 8
붐비_|_VV 8
버렸다_|_UN 8
포스터_|_NNG 8
어루만지_|_VV 8
방안_|_NNG 8
걔_|_UN 8
흉측_|_NNG 8
더구나_|_EFN 8
작고_|_NNG 8
쓸_|_VV 8
흝_|_VV 8
앗_|_IC 8
권한_|_NNG 8
지나치_|_VA 8
신중_|_NNG 8
억지_|_NNG 8
잠자리_|_NNG 8
명백_|_XR 8
늘_|_MAG 8
보살피_|_VV 8
삼각형_|_NNG 8
알았_|_VV 8
재능_|_NNG 8
날으_|_VV 8
같이_|_JKM 8
수_|_MDT 8
예쁘_|_VA 8
수긍_|_NNG 8
레이스_|_NNG 8
씌우_|_VV 8
맥주_|_NNG 8
늘어나_|_VV 8
스놀캑스_|_UN 8
구먼_|_EFI 8
살해_|_NNG 8
프로테_|_NNG 8
런던_|_NNG 8
스웨터_|_NNG 8
카페_|_NNG 8
칸막이_|_NNG 8
썩_|_MAG 8
쏘아보_|_VV 8
돈_|_NNG 8
번쩍이_|_VV 8
세_|_VA 8
마비_|_NNG 8
대_|_EFN 8
거미줄_|_NNG 8
가쁘_|_VA 8
간직_|_NNG 8
속하_|_VV 8
맥_|_NNG 8
대야_|_NNG 8
고집_|_NNG 8
신자_|_NNG 8
묵직_|_XR 8
영예_|_NNG 8
섬_|_NNG 8
이야말로_|_JX 8
곧이어_|_MAG 8
물_|_VV 8
고자_|_ECD 8
혐오_|_NNG 8
으려는_|_ETD 8
허_|_NNG 8
앨리_|_NNG 8
순간적_|_NNG 8
피우_|_VV 8
엿보_|_VV 8
신비_|_NNG 8
대상자_|_NNG 8
곤_|_NNM 8
폭포_|_NNG 8
쳣_|_UN 8
뿌리치_|_VV 8
다급히_|_MAG 8
에워싸_|_VV 8
말썽_|_NNG 8
방송_|_NNG 8
나시_|_NNG 8
렴_|_EFO 8
작전_|_NNG 8
절벽_|_NNG 8
궤도차_|_NNG 8
받침돌_|_NNG 8
미네르바_|_NNG 8
로스_|_NNG 8
파리_|_NNG 7
주시_|_NNG 7
싣_|_VV 7
쳐지_|_VV 7
낮_|_NNG 7
그이_|_VV 7
마주하_|_VV 7
내부_|_NNG 7
침투_|_NNG 7
는다면_|_ECE 7
해치우_|_VV 7
회전_|_NNG 7
여태껏_|_MAG 7
절규_|_NNG 7
영광_|_NNG 7
달르_|_VA 7
습니까_|_EFQ 7
듣기_|_NNG 7
맞은편_|_NNG 7
쓸데없_|_VA 7
허락_|_NNG 7
아바_|_NNP 7
벳_|_UN 7
쿵쿵거리_|_VV 7
욕실_|_NNG 7
치료_|_NNG 7
실행_|_NNG 7
그러하_|_VA 7
코스_|_NNG 7
코프_|_NNG 7
R_|_OL 7
파편_|_NNG 7
태우_|_VV 7
뛰어나_|_VA 7
입장_|_NNG 7
지우_|_VV 7
업적_|_NNG 7
결과_|_NNG 7
법령_|_NNG 7
몰락_|_NNG 7
여지_|_NNG 7
과거_|_NNG 7
어제_|_NNG 7
평범_|_XR 7
목적_|_NNG 7
인터뷰_|_NNG 7
13_|_NR 7
가엾_|_VA 7
사전_|_NNG 7
흠_|_NNG 7
깔깔_|_MAG 7
수상_|_NNG 7
15_|_NR 7
염소_|_NNG 7
부러뜨리_|_VV 7
표_|_NNG 7
화제_|_NNG 7
품_|_VV 7
나타내_|_VV 7
ㄴ다고요_|_EFN 7
철저_|_NNG 7
상기_|_NNG 7
대여섯_|_NR 7
스들_|_UN 7
직장_|_NNG 7
창살_|_NNG 7
먹이_|_NNG 7
라서_|_JKS 7
단추_|_NNG 7
투덜거리_|_VV 7
나지막이_|_MAG 7
청하_|_VV 7
앞뒤_|_NNG 7
발자국_|_NNG 7
존_|_NNP 7
넋_|_NNG 7
낑낑거리_|_VV 7
즐기_|_VV 7
당기_|_VV 7
매일_|_MAG 7
부스스_|_MAG 7
휘어지_|_VV 7
떡_|_NNG 7
지저분_|_XR 7
솟구치_|_VV 7
설치_|_NNG 7
거짓_|_NNG 7
포트_|_NNG 7
플라스크_|_NNG 7
위장_|_NNG 7
재밌_|_VA 7
자꾸_|_MAG 7
아라_|_EFO 7
이러_|_VV 7
쪼개지_|_VV 7
크레이_|_NNG 7
붉히_|_VV 7
퉁명_|_NNG 7
조_|_NR 7
차_|_NNM 7
답하_|_VV 7
손안_|_NNG 7
뿔뿔이_|_MAG 7
믿기_|_VV 7
찬란_|_XR 7
션_|_UN 7
없엇_|_UN 7
눌르_|_VV 7
통_|_MAG 7
미터_|_NNM 7
만하_|_XSA 7
움찔_|_MAG 7
뻔하_|_VA 7
포옹_|_NNG 7
불러오_|_VV 7
녹슬_|_VV 7
얼룩지_|_VV 7
늘어놓_|_VV 7
흐_|_MAG 7
엄습_|_NNG 7
두근거리_|_VV 7
는군_|_EFI 7
어서요_|_ECD 7
반문_|_NNG 7
타이르_|_VV 7
고생_|_NNG 7
불타오르_|_VV 7
치밀_|_VV 7
단원_|_NNG 7
깨우_|_VV 7
만_|_NNG 7
그만두_|_VV 7
갈색_|_NNG 7
이틀_|_NNG 7
씻_|_VV 7
변장_|_NNG 7
찬성_|_NNG 7
변_|_NNG 7
권_|_NNB 7
쟤_|_UN 7
뚜껑_|_NNG 7
쩍_|_MAG 7
물집_|_NNG 7
스팻_|_UN 7
날아들_|_VV 7
수준_|_NNG 7
가책_|_NNG 7
하자_|_NNG 7
나한_|_NNG 7
위안_|_NNG 7
틀리_|_VV 7
지요_|_ECD 7
불쌍_|_XR 7
늘어서_|_VV 7
그나저나_|_MAG 7
곱_|_NNG 7
유혹_|_NNG 7
맨_|_MDT 7
발짝_|_NNM 7
이를테면_|_MAG 7
따라잡_|_VV 7
화상_|_NNG 7
힘차_|_VA 7
받아치_|_VV 7
치명적_|_NNG 7
접촉_|_NNG 7
하지_|_NNG 7
메시지_|_NNG 7
아까_|_MAG 7
피부_|_NNG 7
외_|_NNB 7
루비_|_NNG 7
낭비_|_NNG 7
존경_|_NNG 7
면밀히_|_MAG 7
거든_|_ECD 7
휘젓_|_VV 7
암흑_|_NNG 7
이래_|_NNG 7
일깨우_|_VV 7
행렬_|_NNG 7
영리_|_NNG 7
마침_|_MAG 7
명랑_|_NNG 7
말거_|_NNG 7
팔짱_|_NNG 7
되돌아가_|_VV 7
종_|_NNG 7
하객_|_NNG 7
버터_|_NNG 7
엉뚱_|_XR 7
크럼플_|_UN 7
방금_|_NNG 7
죄다_|_MAG 7
가담_|_NNG 7
든지_|_JX 7
어야지_|_EFN 7
오만_|_NNG 7
뭉_|_UN 7
엿듣_|_VV 7
기침_|_NNG 7
건너편_|_NNG 7
칸_|_NNG 7
몸집_|_NNG 7
몽땅_|_MAG 7
옛_|_MDT 7
가라앉히_|_VV 7
최선_|_NNG 7
희생자_|_NNG 7
돌계단_|_NNG 7
움푹_|_MAG 7
모스_|_NNG 7
옷장_|_NNG 7
이제껏_|_MAG 7
뽀얗_|_VA 7
팔다리_|_NNG 7
쓰이_|_VV 7
내던지_|_VV 7
수행_|_NNG 7
오라_|_NNG 7
기어가_|_VV 7
어지럽_|_VA 7
가라_|_VV 7
나위_|_NNB 7
거두_|_VV 7
곰팡이_|_NNG 7
게임_|_NNG 7
의혹_|_NNG 7
신나_|_VV 7
넘어지_|_VV 7
얻어맞_|_VV 7
욕망_|_NNG 7
칠흑_|_NNG 7
거만_|_NNG 7
비가_|_NNG 7
걸과_|_NNG 7
씁쓸_|_XR 7
증기_|_NNG 7
시브_|_NNG 7
관리부_|_NNG 7
명단_|_NNG 7
사탕_|_NNG 7
찾아다니_|_VV 7
빽_|_MAG 7
옳_|_VA 7
빙그르_|_MAG 7
사가_|_NNG 7
무심코_|_MAG 7
전갈_|_NNG 7
기피_|_NNG 7
붙잡히_|_VV 7
몸통_|_NNG 7
쇠사슬_|_NNG 7
럼_|_NNM 7
어쩌다_|_MAG 7
답답_|_XR 7
침상_|_NNG 7
소리야_|_NNG 7
물리치_|_VV 7
손바닥_|_NNG 7
딱딱_|_MAG 7
끊임없이_|_MAG 7
강물_|_NNG 7
으리_|_EFQ 7
손톱_|_NNG 7
드넓_|_VA 7
호그스미드_|_UN 7
맡기_|_VV 7
겉옷_|_NNG 7
빼앗기_|_VV 7
끊어지_|_VV 7
형체_|_NNG 7
열기_|_NNG 7
휙휙_|_MAG 7
반장_|_NNG 7
쨍그랑_|_MAG 7
삼_|_NR 7
독수리_|_NNG 7
텀_|_NNB 7
풀밭_|_NNG 7
활_|_NNG 7
전설_|_NNG 7
코너_|_NNG 7
단도_|_NNG 7
카운터_|_NNG 7
마이클_|_NNG 7
타우_|_NNG 7
환호성_|_NNG 7
7_|_NR 6
발목_|_NNG 6
빽빽이_|_MAG 6
끼우_|_VV 6
근사_|_XR 6
육중_|_NNG 6
머뭇거리_|_VV 6
이리로_|_MAG 6
녘_|_NNB 6
꼿꼿이_|_MAG 6
쉬_|_NNG 6
극히_|_MAG 6
쫙_|_MAG 6
한참_|_NNG 6
리라_|_EFN 6
발각_|_NNG 6
현재_|_MAG 6
가루_|_NNG 6
통제_|_NNG 6
수단_|_NNG 6
말하기_|_NNG 6
히_|_VV 6
변함없이_|_MAG 6
몰아쉬_|_VV 6
얼핏_|_MAG 6
섬광_|_NNG 6
노랗_|_VA 6
전달_|_NNG 6
바치_|_VV 6
쉭쉭_|_MAG 6
한시_|_NNG 6
쓰다듬_|_VV 6
눈꺼플_|_UN 6
하_|_VXA 6
재미있_|_VA 6
계집애_|_NNG 6
건강_|_NNG 6
가지_|_NNG 6
베이지_|_NNG 6
뱉었_|_UN 6
삐걱거리_|_VV 6
오른손_|_NNG 6
철철_|_MAG 6
망가지_|_VV 6
서명_|_NNG 6
대부_|_NNG 6
반사_|_NNG 6
덤벼들_|_VV 6
쓸모없_|_VA 6
교과서_|_NNG 6
목걸이_|_NNG 6
라서_|_ECD 6
뒤적거리_|_VV 6
꿈쩍_|_MAG 6
널리_|_MAG 6
그렇지만_|_MAC 6
해결_|_NNG 6
영향_|_NNG 6
즌_|_UN 6
대결_|_NNG 6
초라_|_XR 6
우정_|_NNG 6
추모_|_NNG 6
폭탄_|_NNG 6
충격적_|_NNG 6
전기_|_NNG 6
구불구불_|_MAG 6
자비_|_NNG 6
분_|_NR 6
었_|_VV 6
앞서_|_MAG 6
패배_|_NNG 6
군가_|_NNG 6
떠밀리_|_VV 6
사회_|_NNG 6
더럽히_|_VV 6
푸른색_|_NNG 6
푸르_|_VA 6
뻔히_|_MAG 6
한바탕_|_MAG 6
조롱_|_NNG 6
움_|_NNG 6
볼트_|_NNG 6
불쾌_|_XR 6
기관_|_NNG 6
부에_|_NNG 6
단순_|_NNG 6
냔_|_UN 6
갑자_|_NNG 6
달래_|_VV 6
신뢰_|_NNG 6
봐_|_VV 6
험악_|_XR 6
큰소리_|_NNG 6
적막_|_NNG 6
내키_|_VV 6
우산_|_NNG 6
대개_|_NNG 6
자주_|_MAG 6
숱_|_NNG 6
대머리_|_NNG 6
오_|_VA 6
섯_|_UN 6
저편_|_NP 6
포트_|_NNM 6
조치_|_NNG 6
부글부글_|_MAG 6
치키_|_VV 6
끝장내_|_VV 6
주전자_|_NNG 6
합세_|_NNG 6
부축_|_NNG 6
핸들_|_NNG 6
하세_|_NNG 6
장난감_|_NNG 6
천둥_|_NNG 6
벽돌_|_NNG 6
조각나_|_VV 6
지상_|_NNG 6
재빠르_|_VA 6
멍멍_|_MAG 6
어느새_|_MAG 6
모서리_|_NNG 6
요리_|_NNG 6
오_|_MDN 6
축축_|_XR 6
비틀비틀_|_MAG 6
화끈거리_|_VV 6
갈비뼈_|_NNG 6
이내_|_NNG 6
기습_|_NNG 6
부인과_|_NNG 6
밀려들_|_VV 6
독_|_NNG 6
야만_|_NNG 6
사과_|_NNG 6
짚_|_VV 6
뒹굴_|_VV 6
예정_|_NNG 6
혼혈_|_NNG 6
후플푸프_|_UN 6
유용_|_NNG 6
회복_|_NNG 6
훌쩍_|_MAG 6
다섯_|_NNG 6
명_|_NNG 6
숨통_|_NNG 6
올_|_VV 6
툴툴거리_|_VV 6
무도_|_NNG 6
북쪽_|_NNG 6
식탁보_|_NNG 6
두개_|_NNG 6
딸꾹질_|_NNG 6
무감각_|_NNG 6
강하_|_VV 6
평상시_|_NNG 6
차마_|_MAG 6
부정_|_NNG 6
확확_|_MAG 6
아줌마_|_NNG 6
기_|_NNM 6
몰아치_|_VV 6
리본_|_NNG 6
고기_|_NNG 6
스무_|_MDN 6
햇_|_XPN 6
행방_|_NNG 6
기나길_|_VA 6
청소_|_NNG 6
닭장_|_NNG 6
털이_|_NNG 6
팽_|_MAG 6
더듬거리_|_VV 6
섞이_|_VV 6
상당히_|_MAG 6
보통_|_NNG 6
이트_|_UN 6
우선_|_NNG 6
해답_|_NNG 6
수로_|_NNG 6
여학생_|_NNG 6
놀라움_|_NNG 6
기어들_|_VV 6
바래_|_VV 6
정해지_|_VV 6
양심_|_NNG 6
깃들_|_VV 6
변기_|_NNG 6
찧_|_VV 6
들어보_|_VV 6
그루_|_NNM 6
신호_|_NNG 6
소개_|_NNG 6
입맞춤_|_NNG 6
가브리엘_|_UN 6
싫_|_VA 6
초대_|_NNG 6
자그맣_|_VA 6
꾼_|_XSN 6
콧방귀_|_NNG 6
꾸러미_|_NNG 6
ㄹ래_|_EFQ 6
선수_|_NNG 6
이루어지_|_VV 6
꽂히_|_VV 6
쓸모_|_NNG 6
벨_|_NNG 6
외지_|_VA 6
일은_|_NNG 6
드레스_|_NNG 6
채로_|_NNG 6
정중_|_XR 6
한결_|_MAG 6
깨끗_|_XR 6
탄성_|_NNG 6
으로서_|_JKM 6
로구나_|_EFI 6
보아하니_|_MAG 6
유품_|_NNG 6
터뜨리_|_VV 6
그쪽_|_NP 6
서이_|_VV 6
자넨_|_NNG 6
커_|_VV 6
저의_|_NNG 6
궁리_|_NNG 6
잇_|_VA 6
가슴팍_|_NNG 6
이때_|_NNG 6
들판_|_NNG 6
머플_|_NNG 6
아토_|_NNG 6
설_|_NNG 6
정장_|_NNG 6
웅성거리_|_VV 6
순무_|_NNG 6
몰두_|_NNG 6
핑크색_|_NNG 6
늙_|_VA 6
흟_|_UN 6
둘째_|_NR 6
터져나오_|_VV 6
뒤편_|_NNG 6
기둥_|_NNG 6
단상_|_NNG 6
지지자_|_NNG 6
혼드_|_UN 6
난처_|_XR 6
대개_|_MAG 6
연약_|_XR 6
총명_|_NNG 6
곰곰이_|_MAG 6
실컷_|_MAG 6
괴이_|_XR 6
휩싸이_|_VV 6
토트_|_NNG 6
넘_|_MAG 6
덜컹거리_|_VV 6
차림_|_NNG 6
약하_|_VA 6
옷가지_|_NNG 6
목적지_|_NNG 6
되돌아오_|_VV 6
크로스_|_NNG 6
포박_|_NNG 6
위력_|_NNG 6
널브러지_|_VV 6
기대어_|_NNG 6
들이마시_|_VV 6
벨벳_|_NNG 6
널_|_VV 6
야위_|_VV 6
또렷이_|_MAG 6
대롱대롱_|_MAG 6
메아리치_|_VV 6
전율_|_NNG 6
이리_|_NNG 6
맺었_|_UN 6
벽장_|_NNG 6
쿵쾅거리_|_VV 6
등급_|_NNG 6
펑펑_|_MAG 6
곤두서_|_VV 6
지치_|_VV 6
충성_|_NNG 6
등록_|_NNG 6
19_|_NR 6
긷_|_VV 6
사실상_|_MAG 6
다름없_|_VA 6
획득_|_NNG 6
적당_|_XR 6
무성_|_NNG 6
핏기_|_NNG 6
연방_|_NNG 6
영상_|_NNG 6
채_|_MAG 6
기_|_VV 6
이나마_|_JX 6
거래_|_NNG 6
의아_|_NNG 6
헉헉거리_|_VV 6
수북이_|_MAG 6
주춤주춤_|_MAG 6
증오_|_NNG 6
제작_|_NNG 6
오리_|_NNG 6
질_|_NNG 6
낙서_|_NNG 6
열중_|_NNG 6
트이_|_VV 6
덮이_|_VV 6
집게_|_NNG 6
보안_|_NNG 6
정지_|_NNG 6
팔걸이_|_NNG 6
안타깝_|_VA 6
익스펙_|_UN 6
20_|_NR 6
으세요_|_EFA 6
폐쇄_|_NNG 6
출구_|_NNG 6
기진맥진_|_NNG 6
셔츠_|_NNG 6
발딱_|_MAG 6
버섯_|_NNG 6
웠_|_UN 6
성장_|_NNG 6
알바니아_|_NNG 6
가파르_|_VA 6
르눅_|_UN 6
끌려가_|_VV 6
나간_|_NNG 6
가리개_|_NNG 6
보기_|_NNG 6
공허_|_XR 6
가버리_|_VV 6
속이_|_VV 6
일주일_|_NNG 6
자취_|_NNG 6
보트_|_NNG 6
맹세_|_NNG 6
전속력_|_NNG 6
책장_|_NNG 6
한껏_|_MAG 6
똬리_|_NNG 6
언제_|_NP 6
지어내_|_VV 6
홀로_|_MAG 6
중대_|_NNG 6
책임_|_NNG 6
칼날_|_NNG 6
둘러지_|_VV 6
천하_|_NNG 6
프로그램_|_NNG 6
첫째_|_NR 6
소유자_|_NNG 6
시무_|_NNG 6
사슬_|_NNG 6
대체_|_NNG 6
휴게실_|_NNG 6
꺼_|_NNG 6
발길_|_NNG 6
깨끗하_|_VV 6
전력_|_NNG 6
질주_|_NNG 6
롱_|_UN 6
고분_|_NNG 6
래번_|_UN 6
교사_|_NNG 6
이무기_|_NNG 6
크레_|_UN 6
이브_|_NNG 6
승강장_|_NNG 6
배정_|_NNG 6
로즈_|_NNG 6
전사_|_NNG 5
상대방_|_NNG 5
한없이_|_MAG 5
부스럭거리_|_VV 5
청동_|_NNP 5
화려_|_XR 5
매끄럽_|_VA 5
동_|_NNG 5
진주_|_NNG 5
현재_|_NNG 5
역력_|_XR 5
정보원_|_NNG 5
저쪽_|_NNG 5
무심결_|_NNG 5
전날_|_NNG 5
땅딸막_|_XR 5
법률_|_NNG 5
네트워크_|_NNG 5
처절_|_NNG 5
추종자_|_NNG 5
숨죽이_|_VV 5
진작_|_NNG 5
뻔_|_NNG 5
입이_|_NNG 5
동공_|_NNG 5
소망_|_NNG 5
뻣뻣_|_XR 5
생김새_|_NNG 5
조카_|_NNG 5
킬킬거리_|_VV 5
한꺼번에_|_MAG 5
절_|_VV 5
유서_|_NNG 5
빙빙_|_MAG 5
수업_|_NNG 5
지난주_|_NNG 5
옹호_|_NNG 5
주르르_|_MAG 5
함정_|_NNG 5
교육_|_NNG 5
깃펜_|_NNG 5
고리_|_NNG 5
한눈_|_NNG 5
애타_|_VV 5
과목_|_NNG 5
선생_|_NNG 5
수년_|_NNG 5
버트_|_NNG 5
링_|_NNG 5
토론_|_NNG 5
각자_|_MAG 5
나_|_NNG 5
실험_|_NNG 5
죄책감_|_NNG 5
의견_|_NNG 5
어른_|_NNG 5
소원_|_NNG 5
비범_|_XR 5
두꺼운_|_NNG 5
접_|_VV 5
얌전히_|_MAG 5
대충_|_MAG 5
생애_|_NNG 5
수수께끼_|_NNG 5
는군요_|_EFI 5
대목_|_NNG 5
똥_|_NNG 5
까르르_|_MAG 5
파헤치_|_VV 5
바라_|_NNG 5
매혹_|_NNG 5
자연_|_NNG 5
겉_|_NNG 5
역겹_|_VA 5
넘치_|_VV 5
쓰레기통_|_NNG 5
잔디_|_NNG 5
헛것_|_NNG 5
이_|_VV 5
어슬렁_|_MAG 5
옷차림_|_NNG 5
재킷_|_NNG 5
가시_|_NNG 5
느닷없이_|_MAG 5
인질_|_NNG 5
쥐_|_NNG 5
로서_|_JKM 5
답_|_XSA 5
가스_|_NNG 5
뉴스_|_NNG 5
터득_|_NNG 5
리_|_NNM 5
열매_|_NNG 5
성년자_|_NNG 5
튀기_|_VV 5
똑똑_|_XR 5
부산_|_NNG 5
재촉_|_NNG 5
자_|_VA 5
분홍색_|_NNG 5
파묻_|_VV 5
등지_|_VV 5
뒷_|_NNG 5
희끗희끗_|_MAG 5
세탁_|_NNG 5
궁지_|_NNG 5
몰아넣_|_VV 5
스트랄_|_UN 5
여섯_|_NNG 5
몰골_|_NNG 5
움큼_|_NNM 5
목덜미_|_NNG 5
거품_|_NNG 5
파고들_|_VV 5
아랑곳_|_NNG 5
잘생기_|_VA 5
조_|_VV 5
나랑_|_MAG 5
맞닥뜨리_|_VV 5
잠그_|_VV 5
난데없이_|_MAG 5
가까스로_|_MAG 5
두들기_|_VV 5
넓적_|_XR 5
뚝_|_MAG 5
그물_|_NNG 5
조종_|_NNG 5
사하_|_VV 5
무르_|_VV 5
비키_|_VV 5
통제력_|_NNG 5
감기_|_VV 5
꾹_|_MAG 5
박살_|_NNG 5
윈_|_UN 5
등잔불_|_NNG 5
뒤집히_|_VV 5
얹_|_VV 5
욱신거리_|_VV 5
쓰러뜨리_|_VV 5
쌀쌀맞_|_VA 5
뻣_|_UN 5
잡아채_|_VV 5
버스_|_NNG 5
달_|_VXV 5
뛰어넘_|_VV 5
우울_|_NNG 5
우당탕_|_MAG 5
번들거리_|_VV 5
딱하_|_VA 5
썻지_|_UN 5
멀쩡_|_XR 5
덤불_|_NNG 5
뿅_|_MAG 5
부하_|_NNG 5
찬장_|_NNG 5
겁먹_|_VV 5
실력_|_NNG 5
모금_|_NNM 5
중이_|_NNG 5
온전_|_XR 5
휘둥그레지_|_VV 5
나무라_|_VV 5
가슴속_|_NNG 5
들락거리_|_VV 5
을걸_|_EFI 5
뜻하_|_VV 5
복_|_NNG 5
태연_|_NNG 5
